taxa,20230322_PROUMED_BC33,20230322_PROUMED_BC61,20230322_PROUMED_BC32,20230322_PROUMED_BC65,20230322_PROUMED_BC46,20230322_PROUMED_BC66,20230322_PROUMED_BC31,20230322_PROUMED_BC44,20230322_PROUMED_BC34,20230322_PROUMED_BC39,20230322_PROUMED_BC47,20230322_PROUMED_BC67,20230322_PROUMED_BC69,20230322_PROUMED_BC62,20230322_PROUMED_BC60,20230322_PROUMED_BC54,20230322_PROUMED_BC68,20230322_PROUMED_BC40,20230322_PROUMED_BC37,20230322_PROUMED_BC58,20230322_PROUMED_BC53,20230322_PROUMED_BC42,20230322_PROUMED_BC38,20230322_PROUMED_BC48,20230322_PROUMED_BC56,20230322_PROUMED_BC59,20230322_PROUMED_BC49,20230322_PROUMED_BC52,20230322_PROUMED_BC43,20230322_PROUMED_BC41,20230322_PROUMED_BC64,20230322_PROUMED_BC51,20230322_PROUMED_BC63,20230322_PROUMED_BC28,20230322_PROUMED_BC50,20230410_PROUMED_BC72,20230410_PROUMED_BC73,20230424_ST_BC44,20230424_ST_BC45,20230328_PROUMED_BC31,20230328_PROUMED_BC24,20230328_PROUMED_BC25,20230328_PROUMED_BC23,20230328_PROUMED_BC30,20230328_PROUMED_BC29,20230328_PROUMED_BC26,20230328_PROUMED_BC27,20230328_PROUMED_BC22,20230328_PROUMED_BC21,20230328_PROUMED_BC28,20230322_ST_BC16,20230322_ST_BC15,20230322_ST_BC14,20230322_ST_BC01,20230322_ST_BC24,20230322_ST_BC25,20230322_ST_BC05,20230322_ST_BC08,20230322_ST_BC11,20230322_ST_BC04,20230322_ST_BC19,20230322_ST_BC02,20230322_ST_BC17,20230322_ST_BC09,20230322_ST_BC18,20230322_ST_BC06,20230322_ST_BC03,20230322_ST_BC12,20230322_ST_BC26,20230322_ST_BC07,20230322_ST_BC20,20230322_ST_BC10,20230322_ST_BC21,20230315_ST_BC43,20230227_PROUMED_BC10,20230227_PROUMED_BC12,20230227_PROUMED_BC11,20230227_PROUMED_BC14,20230227_PROUMED_BC13,20230307_ST_BC72,20230307_ST_BC68,20230307_ST_BC77,20230307_ST_BC73,20230307_ST_BC85,20230307_ST_BC74,20230307_ST_BC60,20230307_ST_BC62,20230307_ST_BC70,20230307_ST_BC75,20230307_ST_BC56,20230307_ST_BC57,20230307_ST_BC82,20230307_ST_BC55,20230307_ST_BC76,20230307_ST_BC78,20230307_ST_BC58,20230307_ST_BC65,20230307_ST_BC80,20230307_ST_BC81,20230307_ST_BC86,20230307_ST_BC79,20230307_ST_BC61,20230307_ST_BC67,20230307_ST_BC59,20230307_ST_BC66,20230307_ST_BC71,20230307_ST_BC83,20230307_ST_BC64,20230307_ST_BC63,20230307_ST_BC69,20230131_ST_BC49,20230131_ST_BC60,20230131_ST_BC50,20230131_ST_BC56,20230131_ST_BC57,20230131_ST_BC46,20230131_ST_BC55,20230131_ST_BC52,20230131_ST_BC53,20230131_ST_BC44,20230131_ST_BC58,20230131_ST_BC42,20230131_ST_BC43,20230131_ST_BC47,20230131_ST_BC51,20230131_ST_BC59,20230131_ST_BC54,20230131_ST_BC48,20230131_ST_BC45,20230201_PROUMED_BC34,20230201_PROUMED_BC32,20230201_PROUMED_BC11,20230201_PROUMED_BC40,20230201_PROUMED_BC04,20230201_PROUMED_BC29,20230201_PROUMED_BC47,20230201_PROUMED_BC33,20230201_PROUMED_BC48,20230201_PROUMED_BC45,20230201_PROUMED_BC09,20230215_PROUMED_BC26,20230215_PROUMED_BC15,20230215_PROUMED_BC28,20230215_PROUMED_BC40,20230215_PROUMED_BC39,20230215_PROUMED_BC35,20230215_PROUMED_BC13,20230131_NURI_BC26,20230131_NURI_BC18,20230131_NURI_BC25,20230131_NURI_BC05,20230131_NURI_BC36,20230131_NURI_BC20,20230131_NURI_BC02,20230131_NURI_BC16,20230131_NURI_BC03,20230131_NURI_BC10,20230131_NURI_BC32,20230131_NURI_BC12,20230131_NURI_BC21,20230131_NURI_BC07,20230131_NURI_BC38,20230131_NURI_BC24,20230131_NURI_BC39,20230131_NURI_BC23,20230131_NURI_BC35,20230131_NURI_BC01,20230131_NURI_BC27,20230131_NURI_BC29,20230131_NURI_BC19,20230131_NURI_BC22,20230131_NURI_BC30,20230131_NURI_BC08,20230131_NURI_BC14,20230131_NURI_BC13
s__Erysipelatoclostridium_sp003024675,0,0.0000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09658E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04655E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Escherichia_dysenteriae,0,0.000123574,0,0,0.000192938,0,0.0000386,0,0,0.0000972,0.000148876,0,0,0,0,0,0,0,0,0,0,0,0,0.0000927,0,0.000377465,0,0,0,0.0000667,0.000426235,0,0,0,0,0,0,0.0000979,0.00039962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141273,0,0.0000747,0,0,0.006382725,0,0.0000432,0.0000371,0.0000401,0,0,0,0,0,0,0.0000902,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17733E-05,0,0,5.4936E-05,0,0,0,0,0.000114361,0,0,0,0,0,3.44732E-05,0,0.000294137,0,0,0,0,3.09195E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002797762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36383E-05,3.11313E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Escherichia_fergusonii,0,0.000205956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000328,0,0,0,0,0.000133378,0,0,0,0,0,0,0,0,0.00005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329616,0,0,0,0,0.000657575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Escherichia_flexneri,0,0.062857849,0,0,0,0,0,0.0000409,0,0.000145758,0.00446628,0.000029,0.0000311,0.0000474,0,0.0000763,0,0.000509424,0.0000535,0,0,0.000168237,0,0.013485958,0.000950976,0.001163851,0,0.000037,0,0.000200067,0.067451649,0,0.0000387,0,0,0,0,0.000244678,0.006244068,0,0,0.000175616,0,0,0.0000376,0,0,0.000181266,0.000223644,0.002511107,0.0000371,0,0,0.014480469,0.009865033,0.004817747,0,0,0.025232641,0,0.000129747,0.000259952,0.001041959,0.000204061,0.000370731,0.0000563,0.000089,0.000064,0.000280492,0.000135281,0,0.000826617,0.003647117,0.001949191,0,0.032468164,0.000152897,0,0,3.22186E-05,0,0,0,6.35465E-05,0,0,0.001455804,2.95247E-05,0,0,0,0.003001973,0,0,0.000387306,0,0,0.000206839,0,0.224655206,5.34217E-05,3.1835E-05,0,0,6.18391E-05,0,0.003286607,0,0.00674921,2.0639E-05,0.529095301,0.002317211,6.45619E-05,4.72858E-05,0.000526593,5.28905E-05,0.000408859,0,0,0.219938335,0,0.000498532,0.007838823,0.143349569,7.42942E-05,0,0,0.029482551,0,0,0,0.000104776,5.43478E-05,0.005247408,0,0,0.000402615,4.16077E-05,0,0,9.44793E-05,0,0,0,6.72766E-05,0.000435838,0,0.000405614,0.000195427,7.3303E-05,8.23045E-05,0,6.52358E-05,0,0,0,0.000423585,0.0017512,0.000126239,8.50991E-05,0,6.38692E-05,0.000239149,0.000108891,0.001305173,5.4603E-05,0.000117897,9.03261E-05,0.000127008,0,0.000120576,0.002144006,0.000971045,0,0.000116652
s__GCA-900066495_sp900066495,0,0.000247148,0.0000457,0.000198682,0,0,0.0000386,0.0002047,0,0.001554757,0,0.000144949,0,0,0,0.0000763,0.0000402,0.001846663,0,0,0,0.000336474,0.0000544,0,0.078734219,0.000534743,0,0,0.00032921,0,0.00325004,0,0.000270908,0.002292391,0.0000372,0,0,0.002936139,0,0,0,0.00122931,0,0.00003,0,0,0.001889904,0.004758236,0.001252404,0.000289743,0,0,0,0,0.0000542,0.000224081,0,0.000106923,0.0000597,0,0,0.002191028,0.000120226,0,0,0.0000282,0.000089,0.000128016,0.0000467,0,0.000194919,0.0000413,0.0000329,9.74596E-05,0,0.002430252,0.000152897,0,0.000550737,0,0.001194213,0,0,0.000635465,0.001205852,0.004433129,0.000988848,5.90493E-05,0.000448819,0.000984525,0,0.002172856,0.000142714,0,0,0.000224072,3.9557E-05,5.17099E-05,3.09004E-05,0.000130727,0,0,0.000219276,0,0.000340115,0.000101242,0,0.00266184,0,6.19169E-05,0.001043039,0,6.45619E-05,0,0,0,0,0,0.000325818,0,0,0,0.000275046,0,0,0.000116632,0,0.003008424,0,0,2.01171E-05,6.28654E-05,0.0003125,0,0,0.000239187,1.91721E-05,0.004951319,0,6.24415E-05,0,0,0.000390578,0,0.003868407,0.000124525,0.000853034,0,0,0,0.00436214,0,0.000195707,0.000229604,0,0,0.002117926,6.48593E-05,0,0,0,0,0,0.000163336,5.93261E-05,0.001146664,0,9.03261E-05,6.35042E-05,0,0.000361729,0.000119111,0,0.015001288,0
s__Herbivorax_saccincola,0,0.000247148,0,0,0,0,0,0,0,0,0,0,0.0000621,0.000663036,0,0,0.0000402,0,0,0.000573987,0.00023084,0,0,0,0,0,0.0000854,0,0.000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276319,0.0000687,0,0,0,0,0,0,0,0,0,0.0000577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95247E-05,0,0,0,0,0,0,0,3.20102E-05,0,1.72366E-05,0,0,0,0,1.46184E-05,0,3.09195E-05,0,2.48985E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3587E-05,0,0,0,0,0,4.21825E-05,0,0,0,0,0,0.007635899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lactobacillus_delbrueckii,0,0.0000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Muribaculum_sp002492595,0,0.000164765,0,0,0,0,0.000192976,0.00085974,0,0,0,0,0,0.089225669,0,0,0,0,0.0000535,0,0,0,0,0,0.000426299,0,0,0.000037,0,0,0,0,0.015209567,0,0.0000372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000909623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92499E-05,0,0.001131157,0,6.32738E-05,0.000166511,0,0,0,2.86623E-05,0,3.11313E-05,0,0,0,0,8.23045E-05,0,0,0,0,0,0.000423585,0,0,0,0,0,0,5.44455E-05,0,0,0,0,0,0,0,0,0,0,0
s__Odoribacter_splanchnicus,0,0.0000412,0,0,0,0,0,0.001678539,0,0.0000972,0.008237805,0.000463835,0,0.065924698,0,0,0.0000402,0,0.001389705,0,0.0000923,0,0,0.0000463,0.000426299,0.0000315,0,0,0,0,0,0,0.013081002,0,0,0,0.0000478,0,0,0,0,0,0,0.00003,0,0,0,0,0,0,0,0.0000547,0,0,0,0.0000373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37473E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001337296,0,0,0,0,6.55938E-05,6.03512E-05,0.000209551,0,0.004680121,3.94999E-05,0,0.00705535,8.32154E-05,4.21825E-05,0.000936622,0,0,0,2.86623E-05,0,0,0,0,0,0,0.000411523,0,0,0,0,0,0.001355473,0,0,0,0,0,0.00167404,0,0,0,0,0,0,0,0,0,0,0,0
s__Phascolarctobacterium_succinatutens,0,0.0000412,0.0000457,0.0000331,0,0.012345161,0.001620996,0.001514779,0,0.008745506,0.001736887,0,0.0000311,0.011413687,0,0,0,0.0000955,0.019081725,0.0000574,0,0,0.0139138,0,0.0000984,0,0.0000427,0.006776774,0.00023515,0,0,0,0.002747784,0,0.012385168,0,0.016258219,0,0,0.000172632,0,0,0,0.00021021,0.011178441,0.015158094,0.001305752,0,0,0.013038439,0.005892162,0.000492207,0.003698987,0.002048457,0.00016261,0.004743053,0.001384163,0,0,0,0.0000432,0.0000371,0.007454014,0,0.0000927,0.010755413,0,0.013441721,0.004908606,0.000631313,0.008381522,0.000206654,0.0000329,0.006497304,0,0,0.006421691,0.016840504,0.006608839,0,0,0.015523586,0,0,0,0,0.001318464,0,0,0,0,0,0,0,0.006269517,0,0,0,0,0,0,0,0,0,0.001329541,0,2.48985E-05,0,0,0.006872781,0.000439174,0,0,4.72858E-05,0.000658241,0.000476014,0,0,6.51636E-05,0,0,0.000332355,0.015402599,0,0.01820208,0,0,8.5955E-05,0.005013193,4.37292E-05,0.000201171,0.000314327,0.005679348,2.83644E-05,0,1.99322E-05,0.013113748,0.001019389,0.006559382,0.011843064,0,0.022893495,0.021241437,0.010289776,0,0.00046697,3.04655E-05,0.012330656,0.015243307,0.015540243,0.011769547,0.013716136,0.016308957,0.017143732,0.028875273,0,0.017282277,0.000129719,0,0.008084418,0.016293152,0.003640544,0,0.019219252,0,0.004750464,0.005482198,0,0.008192037,0.014153087,0.001627781,0.014710261,0.017655367,0.00019315,0.018022747
s__Prevotella_sp900290275,0,0.0000412,0,0,0.000192938,0,0.0000386,0.00028658,0,0,0.0000993,0,0.0000311,0,0.0000327,0.0000763,0,0,0.004222567,0,0,0.0000336,0,0,0,0,0,0.000037,0.0000941,0,0,0,0,0.0000739,0,0,0,0,0,0,0,0.0000878,0.0000378,0.00003,0,0,0.0000344,0,0,0.0000483,0,0,0,0.0000706,0,0,0,0,0,0,0,0.0000371,0,0,0,0,0,0,0.000186995,0,0.000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08138E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Romboutsia_ilealis,0,0.0000412,0.0000457,0.0000662,0,0,0.000424547,0.004257758,0.0000455,0.007822369,0.0000993,0.000029,0.0000311,0,0.0000327,0,0.0000402,0.001082527,0.000213801,0,0,0.002624495,0.000543508,0,0.027020823,0.000157277,0,0,0.001034661,0,0.000159838,0,0.000232207,0.000813429,0.0000372,0.000022,0.0000239,0.000538292,0,0,0,0.000351232,0,0,0.000865671,0.000197371,0.001408838,0.002628359,0.001162947,0.000338034,0,0,0.000121278,0,0,0.0000373,0.0000577,0.000160385,0.0000597,0.0000306,0.003503157,0.000816993,0,0,0,0.001970887,0,0.000384049,0.000233743,0.000180375,0.001104542,0,0.0000657,3.24865E-05,0,0.000631865,0.004077264,5.43242E-05,0.001858736,0,0.001023611,0.000133824,0,0.000317733,0.000412528,0.001078329,0.001153656,0,0.020517424,0.000492262,0,0.00134374,0.003258646,0,0.001573431,3.20102E-05,0,3.44732E-05,0,0.003268187,0,0.000159175,5.84735E-05,0,0.000340115,3.37473E-05,7.46956E-05,0.002093981,0.000118824,0.000928754,0.014437857,0.000246512,0,0,6.58241E-05,0,0,0,0,0,0,0.001274026,0,0,0,0.000349895,0,0.001976964,0,0,2.01171E-05,0.000188596,0.001059783,0,0,5.97967E-05,1.91721E-05,0.000353666,2.10913E-05,0.000124883,0,0.000389492,0.000240356,0,0.002892896,0.000404707,0.000913965,8.11227E-05,0,0,0,0,0.000521887,0.000153069,0,8.12348E-05,0.002965097,0,0.000694313,0,6.24259E-05,0.001149646,0,0.000544455,0.000118652,5.4603E-05,0,0,0.002032133,0,0.000602882,5.95557E-05,0,0.002253412,0
s__Ruminiclostridium_thermocellum,0,0.0000824,0,0,0,0,0,0,0,0,0,0,0,0.000378878,0,0,0,0,0,0.0000574,0.0000462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118423,0.0000344,0,0,0,0,0,0,0,0,0.0000373,0.0000577,0,0,0,0,0,0,0.000051,0,0,0,0.000064,0,0,0,0,0,0,7.43771E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1835E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83644E-05,1.975E-05,0,0,0,2.10913E-05,0,0,0,0,0,0.00380113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminiclostridium_thermosuccinogenes,0,0.001070973,0,0,0,0.000125971,0.000115785,0.0000409,0,0.0000486,0,0.000115959,0.0000932,0.003883495,0,0,0.0000804,0,0,0.002525542,0.001061865,0,0.000217403,0,0,0.0000629,0.0000427,0.000037,0.000752481,0,0,0,0,0.0000739,0,0,0,0,0,0,0,0,0,0,0,0.00544744,0.001133943,0,0,0,0,0,0,0,0,0,0.000634408,0,0,0,0.0000432,0,0,0.000255076,0.0000463,0,0.000177936,0.000320041,0,0,0,0,0,9.74596E-05,0.001041279,0,0,5.43242E-05,0.000757263,0,0,0.000100368,0,0,0,0,2.7468E-05,0.000413345,0,0,0.00030339,0,0,0,7.26199E-05,0.000672215,3.9557E-05,0.000310259,0,6.53637E-05,8.01325E-05,0.001146059,0.000160802,0.000200705,0.000309195,0,0.001419217,0,0,2.0639E-05,0,0,0,4.72858E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113457,0.00017775,0,0,0,0.000126548,0,3.14931E-05,0,3.00445E-05,5.73247E-05,0.030745425,0,0,0,0,0,0,0,0,0,0,0,0,0.000129719,0,0,0,0,0,0,0,0,0.000294742,0.000812935,0,0.000194767,0,0,0,0,0
s__Savagella_sp000283555,0,0.0000412,0,0,0,0,0.0000386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026487191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002468975,0,0,0,0,0,0.000713521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012809,0,0,0,0,0,0,0,0,1.46184E-05,0,0,0,0,0,0,0,0,0.000147907,0,0,0.000263296,0,0.000545145,0,0,5.70972E-05,0,0.000553925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441253,0,8.65539E-05,0,0,0,0,0,0,9.77135E-05,0,0.000164609,0,0,0,7.04275E-05,0,0,0,0,8.50991E-05,0.000936388,0,0.000239149,0,0,0,0,0,6.35042E-05,0.000649224,0,0,0,0,0
s__Sphingomonas_sp003096895,0,0.0000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000923,0,0.000326105,0,0,0,0,0,0,0,0,0,0,0,0,0.000109854,0.0000239,0,0,0,0.000195588,0,0,0,0,0.001144752,0.002336609,0.000181266,0,0.0000483,0,0.0000547,0,0,0,0,0,0,0,0,0,0,0.0000401,0,0,0,0,0,0,0,0,0,0,0,0,0.00038884,0.000101932,0,0,0,3.41204E-05,0,0,3.17733E-05,0,0,0.000576828,0,9.61754E-05,0,0,0,0,0,0,0,0,0,0,0,0,3.1835E-05,0,0.000143361,0.000371035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14931E-05,0,0.000180267,0.012668749,0.002556512,0.000653758,3.04655E-05,0,0,0,0,0,0,0,0,0,0,0.000129719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_equinus,0,0.001812415,0.000182966,0,0,0,0,0,0,0,0.0000496,0.000029,0.0000311,0,0,0,0,0.001114366,0,0,0,0,0,0,0,0.002264792,0,0.000148126,0,0.000666889,0,0.0000934,0,0,0.000111578,0.000022,0.000119546,0,0,0,0,0,0.0000757,0,0,0.0000395,0,0.000951647,0.001073489,0.0000483,0.000185288,0,0,0.001412729,0.003360616,0.001829997,0,0,0.0000597,0,0.00151371,0,0.000160301,0.000051,0.0000463,0,0,0,0,0.0000451,0,0.000702625,0,0,7.43771E-05,0,0,0,0,0,0.001535417,0,0,0.003336193,0,0,0.00082404,0,6.41169E-05,0.001076824,0,0.002287217,0,0,0,0,0,0.000396442,0,0,0,0,0,0,0.000463793,0,2.48985E-05,0,0,0,0,0,0,0,0,0,0,0.000151569,0,0,0,0.000110785,0,0,0,0,0,0.00068764,0,0,2.01171E-05,6.28654E-05,0,0.001659316,0,0,0,4.16077E-05,0,0,0,0,0,0,6.72766E-05,6.22626E-05,3.04655E-05,0.002433682,0.000488568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119574,5.44455E-05,0.000237304,0.000163809,0,0,6.35042E-05,0,0.000180865,0,0.000264831,0,0
s__Streptococcus_infantarius,0,0.024508794,0.0018754,0,0,0.000042,0.000115785,0,0,0,0,0.000087,0.0000311,0,0,0.00030532,0.0000402,0.010475038,0,0,0,0.0000336,0,0,0,0.026737127,0,0.00166642,0,0.006935645,0.0000533,0.000140089,0,0,0.000818239,0.000109854,0.001817095,0,0,0,0,0,0.00068125,0,0,0,0.000240533,0.015135723,0.013776446,0.000386324,0.0000371,0.0000547,0,0,0.027752182,0.005564685,0,0,0,0,0.014488366,0,0.0000401,0,0,0,0,0,0.000467486,0,0.000065,0.001033271,0,0,0,0.000243025,0,0.000162973,0,0,0.011600928,0,0,0.044101293,0.000444261,0,0.006702192,0,0.001859392,0.008337692,2.52825E-05,0.012236613,0,7.68541E-05,2.42066E-05,0,0,0.002016685,0,3.26819E-05,0,3.1835E-05,0,5.73444E-05,0.00340115,0,7.46956E-05,0,0,0,0,4.93024E-05,0,0,0,0,0,0.000959935,0,0,0,0.001661774,0,0.000374672,0.000445765,0.000116632,0,0.002406739,0,0,0,0.000167641,2.71739E-05,0.011161379,0,0,1.91721E-05,0.000166431,2.10913E-05,0,6.29862E-05,0,0,0,0.00080732,0.001089596,0.00027419,0,0,0,0,0,0,7.65345E-05,0,0.000974817,8.4717E-05,0,0.000126239,0,0,0,0,0.000217782,0.001483151,0.000928252,0,9.03261E-05,0.000254017,0,0.000783746,0,0,0,0
s__Streptococcus_pasteurianus,0,0.0000824,0,0,0,0,0,0.0000409,0,0,0,0.008088129,0,0,0.0000327,0,0,0,0,0,0,0,0,0,0.0000984,0,0,0.000037,0,0,0.029356918,0,0,0,0,0,0,0,0,0,0,0.270887299,0.0000757,0,0,0,0,0,0,0,0.0000371,0,0,0.000494455,0.0000542,0.041940544,0.000115347,0.000106923,0,0,0,0,0.000160301,0.00010203,0.0000463,0.0000282,0.000089,0,0.001963443,0.000721501,0.000065,0.0000827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95247E-05,0.04433687,0,0,0,0,0.071961061,2.42066E-05,0,3.9557E-05,0,0,0,0,0,0,2.86722E-05,0,0.088350432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004263219,0,0,0,0,0,0,4.37292E-05,0,0,0,7.09109E-05,0,0,0,0,0,2.08138E-05,0,0,0,0,0,0,0,0.000162245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Turicibacter_sp001543345,0,0.000288339,0.0000457,0.000132455,0,0.000167961,0.000424547,0.001965119,0,0.016033427,0.0000496,0.000260907,0,0.0000474,0,0.0000763,0,0.002578961,0,0,0,0.001312248,0.000760911,0,0.121560912,0.000283099,0,0,0.00042327,0,0.000426235,0.000186785,0.000619219,0.002218443,0.0000372,0,0.0000239,0.0000489,0.00005,0.0000575,0,0,0,0,0,0.007065882,0.001340114,0,0,0.004491018,0,0.000984413,0.000363835,0,0,0.000634897,0.0000577,0,0.0000597,0,0.000345991,0.001559715,0.000120226,0,0.0000463,0,0,0.000064,0.012341639,0.0000451,0.000194919,0.000123993,0,0,0.000148754,0.097015651,0.001274145,0.000325945,0.001239157,3.22186E-05,0.024771393,0,3.32237E-05,0.027483875,9.51988E-05,0.001797214,0.014338296,2.95247E-05,0.000256468,0.41897671,0,0.029619464,0.000737358,2.5618E-05,0,0,3.9557E-05,0.000172366,9.27013E-05,0.00052291,2.67108E-05,6.36699E-05,1.46184E-05,0.000229378,0.002133449,0.000269978,2.48985E-05,0,0.003517194,0.009617766,0,0,6.45619E-05,0,0,0,0,0,0,0,0,0.000387747,0,0,0,0.000174948,0,0.000257865,0.000131926,0,2.01171E-05,8.38205E-05,0.001671196,1.41822E-05,0.001204748,1.99322E-05,9.58607E-05,0.001955563,4.21825E-05,0.001914871,6.29862E-05,0.003289047,0.015082322,2.86623E-05,0.12540366,0.002864081,0.001035827,0,0,0,0.003950617,0,0.000456651,7.65345E-05,0,8.12348E-05,0.004235852,0,0.000631194,0.000595694,0.004619514,0,0,0.000707791,0,0,0.000117897,0,0.002413158,6.49224E-05,0.004762766,5.95557E-05,0.000176554,0.001352047,0
