taxa,20230322_PROUMED_BC33,20230322_PROUMED_BC61,20230322_PROUMED_BC32,20230322_PROUMED_BC65,20230322_PROUMED_BC46,20230322_PROUMED_BC66,20230322_PROUMED_BC31,20230322_PROUMED_BC44,20230322_PROUMED_BC34,20230322_PROUMED_BC39,20230322_PROUMED_BC47,20230322_PROUMED_BC67,20230322_PROUMED_BC69,20230322_PROUMED_BC62,20230322_PROUMED_BC60,20230322_PROUMED_BC54,20230322_PROUMED_BC68,20230322_PROUMED_BC40,20230322_PROUMED_BC37,20230322_PROUMED_BC58,20230322_PROUMED_BC53,20230322_PROUMED_BC42,20230322_PROUMED_BC38,20230322_PROUMED_BC48,20230322_PROUMED_BC56,20230322_PROUMED_BC59,20230322_PROUMED_BC49,20230322_PROUMED_BC52,20230322_PROUMED_BC43,20230322_PROUMED_BC41,20230322_PROUMED_BC64,20230322_PROUMED_BC51,20230322_PROUMED_BC63,20230322_PROUMED_BC28,20230322_PROUMED_BC50,20230410_PROUMED_BC72,20230410_PROUMED_BC73,20230424_ST_BC44,20230424_ST_BC45,20230328_PROUMED_BC31,20230328_PROUMED_BC24,20230328_PROUMED_BC25,20230328_PROUMED_BC23,20230328_PROUMED_BC30,20230328_PROUMED_BC29,20230328_PROUMED_BC26,20230328_PROUMED_BC27,20230328_PROUMED_BC22,20230328_PROUMED_BC21,20230328_PROUMED_BC28,20230322_ST_BC16,20230322_ST_BC15,20230322_ST_BC14,20230322_ST_BC01,20230322_ST_BC24,20230322_ST_BC25,20230322_ST_BC05,20230322_ST_BC08,20230322_ST_BC11,20230322_ST_BC04,20230322_ST_BC19,20230322_ST_BC02,20230322_ST_BC17,20230322_ST_BC09,20230322_ST_BC18,20230322_ST_BC06,20230322_ST_BC03,20230322_ST_BC12,20230322_ST_BC26,20230322_ST_BC07,20230322_ST_BC20,20230322_ST_BC10,20230322_ST_BC21,20230315_ST_BC43,20230227_PROUMED_BC10,20230227_PROUMED_BC12,20230227_PROUMED_BC11,20230227_PROUMED_BC14,20230227_PROUMED_BC13,20230307_ST_BC72,20230307_ST_BC68,20230307_ST_BC77,20230307_ST_BC73,20230307_ST_BC85,20230307_ST_BC74,20230307_ST_BC60,20230307_ST_BC62,20230307_ST_BC70,20230307_ST_BC75,20230307_ST_BC56,20230307_ST_BC57,20230307_ST_BC82,20230307_ST_BC55,20230307_ST_BC76,20230307_ST_BC78,20230307_ST_BC58,20230307_ST_BC65,20230307_ST_BC80,20230307_ST_BC81,20230307_ST_BC86,20230307_ST_BC79,20230307_ST_BC61,20230307_ST_BC67,20230307_ST_BC59,20230307_ST_BC66,20230307_ST_BC71,20230307_ST_BC83,20230307_ST_BC64,20230307_ST_BC63,20230307_ST_BC69,20230131_ST_BC49,20230131_ST_BC60,20230131_ST_BC50,20230131_ST_BC56,20230131_ST_BC57,20230131_ST_BC46,20230131_ST_BC55,20230131_ST_BC52,20230131_ST_BC53,20230131_ST_BC44,20230131_ST_BC58,20230131_ST_BC42,20230131_ST_BC43,20230131_ST_BC47,20230131_ST_BC51,20230131_ST_BC59,20230131_ST_BC54,20230131_ST_BC48,20230131_ST_BC45,20230201_PROUMED_BC34,20230201_PROUMED_BC32,20230201_PROUMED_BC11,20230201_PROUMED_BC40,20230201_PROUMED_BC04,20230201_PROUMED_BC29,20230201_PROUMED_BC47,20230201_PROUMED_BC33,20230201_PROUMED_BC48,20230201_PROUMED_BC45,20230201_PROUMED_BC09,20230215_PROUMED_BC26,20230215_PROUMED_BC15,20230215_PROUMED_BC28,20230215_PROUMED_BC40,20230215_PROUMED_BC39,20230215_PROUMED_BC35,20230215_PROUMED_BC13,20230131_NURI_BC26,20230131_NURI_BC18,20230131_NURI_BC25,20230131_NURI_BC05,20230131_NURI_BC36,20230131_NURI_BC20,20230131_NURI_BC02,20230131_NURI_BC16,20230131_NURI_BC03,20230131_NURI_BC10,20230131_NURI_BC32,20230131_NURI_BC12,20230131_NURI_BC21,20230131_NURI_BC07,20230131_NURI_BC38,20230131_NURI_BC24,20230131_NURI_BC39,20230131_NURI_BC23,20230131_NURI_BC35,20230131_NURI_BC01,20230131_NURI_BC27,20230131_NURI_BC29,20230131_NURI_BC19,20230131_NURI_BC22,20230131_NURI_BC30,20230131_NURI_BC08,20230131_NURI_BC14,20230131_NURI_BC13
s__Tyzzerella_sp000209385,0,0.004654611,0.002012625,0.015861452,0,0.001553643,0.0000386,0.001146319,0.000091,0.0000486,0.001985013,0,0.019414158,0.000331518,0,0,0,0.000350229,0,0,0.005909511,0.000874832,0.001087016,0.006441746,0.000229546,0.009971376,0.006534831,0.000037,0.000658421,0.038612871,0.025041291,0,0,0.001183169,0,0,0,0.000929777,0,0.01087582,0.000352058,0,0,0.028558559,0.008205051,0.000197371,0,0,0,0.0000966,0.001815824,0,0.0000606,0.001130183,0.00124668,0.001157753,0.000576735,0.00064154,0.00399666,0,0.0000432,0.000928402,0.000761431,0.001071319,0.000648779,0,0,0.000384049,0.001495956,0.000180375,0.000259892,0.000289316,0.001182849,0.000389838,0.000669394,0,0.000152897,0.001629726,0,0.000773246,0,0.000702576,6.64474E-05,0,0.140608638,0.001527632,0.0061803,0.002922941,0.000897637,0,0.009025864,0.004059811,0.003781932,2.5618E-05,0.001089298,0.010435339,0.001780063,0.012875758,0.056269699,0.017844304,0.004781238,0.016426843,1.46184E-05,0.003325974,0.060942428,0,0.020391903,0,0.015708548,2.0639E-05,0,0.013015826,0,0.000756573,0,0.006241075,0.001158433,5.05229E-05,0,0.060637205,0.000705173,0.000166177,0.002062848,0,7.42942E-05,0,0.002523822,0,0,2.18646E-05,0.002293347,8.38205E-05,0,0.001248032,0.006260739,0,0.002971683,6.24116E-05,0.00016873,0.000333021,0.004251567,0,0,8.5987E-05,0.009284177,0,0,0.000648982,0,0.000586424,0.00090535,0.001192707,0.000195707,0,0,0.001299756,0.000762453,0,0.001136148,0.000255297,0.000124852,0,0.000119574,0,0.000593261,5.4603E-05,5.89484E-05,0,0.000571537,0,0.000422017,0.000297779,8.82768E-05,0,0.000466608
f__Caulobacteraceae,0,0,0.000411673,0,0,0,0.000231571,0,0,0,0,0,0,0.000142079,0,0,0,0,0,0.0000574,0,0,0.000380455,0,0,0,0,0,0,0,0,0,0,0,0,0.000681094,0.001721458,0.0000489,0,0,0.0000782,0,0,0,0,0.002881617,0.005394818,0.000362532,0.0000895,0,0,0.000109379,0,0,0,0,0.00017302,0,0,0,0,0,0,0,0,0,0,0,0.0000467,0,0,0,0,0,0,0,0,5.43242E-05,0,0,0,0,0,0,0,0,0.000494424,0,0.000128234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000946182,0.000216437,0,0,0.000177456,0,0,0.000439174,0,0,0,6.58241E-05,0.001057809,0,0,0.000325818,0,6.41067E-05,0.000276962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91721E-05,0,0,0,0,0,0,2.86623E-05,0,3.11313E-05,0,0,0,0,0,0,0,0,7.04275E-05,0.000324939,0,0.000194578,0,0,6.24259E-05,0,0.001554466,0,0,0,0,0,0,0,0,0,0,0.00019315,0
f__Ezakiellaceae,0,0,0.0000457,0,0,0,0,0.0000409,0,0,0,0,0,0,0,0,0,0.0000318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0.0000717,0,0,0.0000575,0,0,0.0000378,0,0.0000376,0,0.0000344,0,0,0,0,0,0,0,0,0,0,0,0,0.0000306,0,0,0,0,0,0,0,0,0,0,0,0.0000413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29862E-05,4.32769E-05,0,0,6.72766E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Helcococcaceae,0,0,0.000137224,0.0000331,0,0.000084,0.0000772,0,0,0.0000972,0.0000496,0,0,0,0.000130668,0.00015266,0.0000804,0.0000318,0.0000535,0,0.0000462,0,0,0.00013903,0.0000656,0,0.0000854,0.000111095,0,0,0.0000533,0,0.0000387,0.0000739,0.0000372,0.0000439,0.0000478,0,0,0,0.0000391,0,0.000113542,0.0000901,0.0000376,0,0.0000344,0.0000906,0,0,0.0000371,0,0,0,0.0000542,0.0000747,0,0,0,0.0000306,0,0.0000371,0,0.00010203,0,0,0.000089,0.000064,0.0000467,0,0.000129946,0,0.0000657,3.24865E-05,0,0,0,0,0,0,0,0,0,3.17733E-05,0,0,0,2.95247E-05,0.000352643,0,0,0,2.37857E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19103E-05,1.3587E-05,0,0,0,0,0,0,0,3.14931E-05,4.32769E-05,0,2.86623E-05,0.000100915,3.11313E-05,6.0931E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Peptoniphilaceae,0,0,0.0000457,0,0,0,0,0,0.0000455,0,0.0000496,0,0,0,0.0000653,0,0,0.0000318,0.0000535,0,0,0,0,0.0000463,0,0,0,0,0.000047,0.0000667,0,0,0.0000774,0,0.0000372,0.000131825,0.0000239,0,0,0,0,0,0.0000378,0,0.0000376,0,0,0.0000453,0,0.0000966,0,0.0000547,0,0,0,0,0,0.0000535,0,0,0,0,0,0,0,0,0,0.000064,0,0,0.000065,0,0,0,0,0,5.09658E-05,0.000108648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91721E-05,0,0,0,0,0.000129831,0,2.86623E-05,3.36383E-05,0,6.0931E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358723,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerococcus,0,0,0.000137224,0,0,0.000042,0.0000386,0,0,0.0000972,0.0000496,0,0,0,0.0000327,0.0000763,0,0,0.0000535,0,0.0000462,0,0,0.0000463,0,0,0.0000427,0,0,0,0.0000533,0,0,0,0,0.0000439,0.0000478,0,0,0,0,0,0,0.0000901,0,0,0.0000344,0,0,0,0,0,0,0,0,0.0000373,0,0,0,0,0,0.0000371,0,0.000051,0,0,0.000089,0.000064,0,0,0,0,0.0000329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95247E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72766E-05,3.11313E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerostipes,0,0,0.003933766,0.000463592,0.000289408,0.000755826,0.0000772,0.00012282,0.001046358,0,0.000446628,0,0.00105613,0.0000474,0.000130668,0,0,0.000413907,0,0,0.00143121,0.0000336,0,0.000509778,0.0000328,0,0.000213557,0,0.000799511,0.003267756,0.003036923,0.0000934,0,0,0.0000744,0.000461386,0,0.0000979,0.002397722,0.0000575,0.0000391,0.0000439,0.000189236,0.0000601,0,0,0,0.005030135,0.001252404,0,0,0,0,0,0,0.0000373,0,0.0000535,0.0000597,0,0,0,0,0,0,0.0000563,0.001245552,0.000128016,0.0000467,0,0.000194919,0.0000827,0,0,0.005727036,0.01360941,0,0,0.000550737,9.66557E-05,0,0,3.32237E-05,0,0.001777044,2.99536E-05,0.000714168,5.90493E-05,0,3.07664E-05,0.00010113,0.001057838,9.5143E-05,2.5618E-05,2.42066E-05,0.000576184,0.001186709,0.000310259,0.000154502,0.000359501,0.000240397,0,8.77103E-05,0,0.001144023,0.00037122,0.000946144,3.54912E-05,0,0,0,0.000246512,0,0,6.58241E-05,0,0,0.000454706,0,0.006794564,0,0,0.000137523,0.003671787,0,0,0,0.00017191,0,0.000131188,2.01171E-05,0.000209551,0,4.25466E-05,7.89999E-05,0.001215866,5.75164E-05,8.32154E-05,0,0.001165574,0,0,3.00445E-05,0,0.001244618,0.002708424,0.000121862,0.001946946,0.001856557,0,8.23045E-05,0.00025558,0.000326179,0,0.00028171,0.000324939,0,0.001491763,0,0.00102119,0,0.000255477,0.000239149,0.000108891,0.001601804,0.000218412,0,0,0.000127008,0.000519379,0,0,0.000353107,0,5.8326E-05
g__CAG-45,0,0,0.0000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08138E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Caulobacter,0,0,0.000274449,0,0,0,0.000115785,0,0,0,0,0,0,0.000142079,0,0,0,0,0,0,0,0,0.000326105,0,0,0,0,0,0,0,0,0,0,0,0,0.000417445,0.001075912,0,0,0,0.0000782,0,0,0,0,0.00272372,0.004948114,0.000317216,0.0000895,0,0,0.000109379,0,0,0,0,0.00017302,0,0,0,0,0,0,0,0,0,0,0,0.0000467,0,0,0,0,0,0,0,0,5.43242E-05,0,0,0,0,0,0,0,0,0.000439488,0,9.61754E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831494,0.000185517,0,0,0.000141965,0,0,0.000384278,0,0,0,6.58241E-05,0.001057809,0,0,0.000260654,0,6.41067E-05,0.00022157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86623E-05,0,0,0,0,0,0,0,0,0,0,0,0.000324939,0,0.000129719,0,0,6.24259E-05,0,0.001434892,0,0,0,0,0,0,0,0,0,0,6.43832E-05,0
g__Coprobacillus,0,0,0.0000457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005827272,0,0,0,0,0,0,0,0,0,0,0.000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001255553,0,0,0,0,0,0.000746938,0,0,0,0,0,0.000334225,0.000400753,0.00010203,0,0.0000282,0,0,0,0,0,0,0,0.00214411,0,0,0.000101932,0,0,0,0,0.00117096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003910493,0,0,0,0,0.002372776,0,0,0,0,0,0,0,0,0,0,8.23045E-05,0,0,0,0,0.0018684,0.000677736,0,0,8.50991E-05,0,0,0,0,0.001423825,0,0,0,0,0,0,0,0,0,5.8326E-05
g__Eubacterium,0,0,0.000411673,0,0,0.000167961,0.0000386,0.00016376,0,0.000388689,0.000843631,0,0,0.000805115,0,0.0000763,0,0,0.000641403,0.0000574,0.000184672,0.004407806,0.000489157,0.0000463,0,0.0000315,0.0000854,0.0000741,0.003762404,0.0000667,0,0.0000467,0.00030961,0,0,0.0000659,0.0000239,0,0.000149858,0,0,0,0.000189236,0,0.0000753,0,0,0,0,0,0.0000371,0,0.0000606,0.0000706,0,0,0,0,0,0.0000306,0,0.0000371,0,0,0,0.000197089,0.003024911,0.000256033,0.00102847,0,0.000065,0,0,0,0,0,0.002650222,0.001955671,0,0,0,0.000401472,0,0,0,0,0,0,0,0,0,0,0,0,4.84133E-05,0,0.002056962,0,3.09004E-05,0,0,0,0,5.73444E-05,0,0,0,0,0,2.0639E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.87616E-05,0,0,0,0,0,0,2.18646E-05,2.01171E-05,4.19103E-05,0.00017663,0.001134575,3.94999E-05,0,0.000306754,4.16077E-05,0,0.000915808,6.29862E-05,0,0,0,3.36383E-05,0,0,0.001946946,0.006546805,0,0.000740741,0,0,0,0.00028171,0.00016247,0.000423585,0,0,0,0,0,0.001554466,5.44455E-05,0.000118652,0,0,0,0,0.000129845,0,0,0,0,0
g__Fenollaria,0,0,0.0000457,0,0,0,0,0.0000409,0,0,0,0,0,0,0,0,0,0.0000318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000478,0,0,0.0000575,0,0,0.0000378,0,0.0000376,0,0.0000344,0,0,0,0,0,0,0,0,0,0,0,0,0.0000306,0,0,0,0,0,0,0,0,0,0,0,0.0000413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32769E-05,0,0,6.72766E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Oscillibacter,0,0,0.000137224,0,0.000578815,0.000167961,0,0.00045034,0,0,0.002382016,0,0,0.016812692,0,0,0.0000402,0.0000318,0.000267251,0.000631386,0.000323176,0,0,0,0.0000328,0,0,0,0.003339134,0.0000667,0,0,0.001393243,0,0,0,0.0000239,0,0,0,0.000273823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000373,0,0,0,0,0,0,0,0.000204061,0,0.0000845,0,0,0,0,0,0.0000413,0,9.74596E-05,0,0,5.09658E-05,0.000162973,0,6.44371E-05,0,0.000970224,0,0,0,0,0,0,0,0,2.52825E-05,0,0,0,7.26199E-05,0,0.000632911,0,0,0,0,0.00031835,0,0,0,0,0,0,0,0.000268307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18646E-05,0,2.09551E-05,0,0.002864801,0,0,0.000651853,0,0,0.000686856,3.14931E-05,0,0,0,3.36383E-05,3.11313E-05,0,0,0,0,0.000164609,8.51934E-05,0,0,0,0,0.00084717,0,0,0,0,0,0,5.44455E-05,0,0,0,9.03261E-05,0,0,0,0,0,0,5.8326E-05
g__Paeniclostridium,0,0,0.0000457,0,0.0000965,0,0.0000386,0,0,0,0,0,0.0000311,0,0,0.0000763,0.0000804,0.000413907,0,0.0000574,0,0,0.0000544,0,0.005607477,0.0000315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112914,0,0,0,0,0,0,0,0.000181917,0.188175461,0,0.019084255,0.0000577,0.0000535,0.000119303,0.0000613,0.000129747,0.0022653,0.01703202,0.008111417,0.006997544,0.000225244,0,0,0,0,0,0.014465799,0.0000329,0,0.000446263,0,0,0,0,9.66557E-05,6.82408E-05,0,0,0,0,2.99536E-05,0,0,0,0,0,8.57706E-05,0.000190286,0,0,0,0,0,0,0,0,0,1.46184E-05,0,0,0,0,0,0.000166354,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87616E-05,0,0,0,0,8.5955E-05,0,0,0,2.09551E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000134553,0,3.04655E-05,0,0,0,0.001234568,0,0,0,0,0,0,0,0,0.000340397,0,0,0,0.000435564,0,0.00054603,0,0,0,0,0,0,0,0.000257533,0
g__Paraprevotella,0,0,0.000274449,0,0,0.000125971,0,0.00012282,0,0,0,0.000087,0,0.002510064,0,0,0.0000402,0.000191034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000928829,0,0,0.033241788,0.0000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000535,0.0000597,0,0,0,0,0,0,0,0,0,0.006591557,0,0,0,0,9.74596E-05,0,0,5.09658E-05,0,0,0.003576261,0,0.051221144,0,0,0,0,0,0,0,0,0,0,0,0,0.000363099,0,0.001147152,0,0,0,0,0,0,0,0.000278276,0,0,0,0,0.006480641,0,0,0.000903867,0,6.58241E-05,5.28905E-05,0,0,6.51636E-05,5.70972E-05,6.41067E-05,0.00022157,0.162552431,0,0.026745914,0,0,0,0,0,0.000362107,0,0.02611413,9.92753E-05,3.94999E-05,0,0.000440959,0.00393193,0.078691498,0.00114476,0,0.001298308,0,0,0,0,0,0.016467916,0,7.3303E-05,0.053004115,0.005111603,0,0,0.025635608,8.12348E-05,0.04786513,6.48593E-05,0,0,0,0,0,5.44455E-05,0,0.000327618,0,0,0.008446053,0.04375771,0,0,0.038400424,0.000128766,0
g__Pauljensenia,0,0,0.0000457,0,0,0,0,0,0,0,0.0000496,0,0.0000311,0.0000474,0,0,0,0,0,0,0,0,0,0,0,0,0.0000427,0,0,0.0000667,0,0,0,0,0,0,0,0.000244678,0,0,0,0,0,0.00003,0,0,0,0,0.0000447,0,0,0,0.0000606,0,0,0.0000747,0,0,0,0.0000613,0,0,0.0000802,0,0,0.0000282,0,0,0.0000467,0,0,0,0,0,0,0,0,5.43242E-05,0,0,0,0,0,0.000413052,0,2.99536E-05,0,0,0,0,5.05651E-05,0,0,0,0,0,0,0,0.000123602,0,2.67108E-05,0,0,0,6.18391E-05,0,0,0,0,0,0,9.86047E-05,0.000193686,4.72858E-05,0,0,0,5.05229E-05,0,0,0,0,0,7.49344E-05,0,0,0,0,0,6.55938E-05,0,0,0,0,0,0,1.91721E-05,0,0,0,0,0,0,0,0,0,3.04655E-05,0,0,0,0,0,0,0,0,0,0,0,6.31194E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Peptoniphilus,0,0,0.0000457,0,0,0,0,0,0.0000455,0,0.0000496,0,0,0,0.0000653,0,0,0.0000318,0.0000535,0,0,0,0,0.0000463,0,0,0,0,0.000047,0.0000667,0,0,0.0000774,0,0.0000372,0.000131825,0.0000239,0,0,0,0,0,0.0000378,0,0.0000376,0,0,0.0000453,0,0.0000966,0,0.0000547,0,0,0,0,0,0.0000535,0,0,0,0,0,0,0,0,0,0.000064,0,0,0.000065,0,0,0,0,0,5.09658E-05,0.000108648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91721E-05,0,0,0,0,0.000129831,0,2.86623E-05,3.36383E-05,0,6.0931E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358723,0,0,0,0,0,0,0,0,0,0,0,0
g__Phenylobacterium,0,0,0.000137224,0,0,0,0.0000386,0,0,0,0,0,0,0,0,0,0,0,0,0.0000574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153795,0.000526001,0.0000489,0,0,0,0,0,0,0,0.000118423,0.000412343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4936E-05,0,3.20585E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114689,3.09195E-05,0,0,3.54912E-05,0,0,5.48968E-05,0,0,0,0,0,0,0,6.51636E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04275E-05,0,0,6.48593E-05,0,0,0,0,0.000119574,0,0,0,0,0,0,0,0,0,0,6.43832E-05,0
g__Turicimonas,0,0,0.0000457,0,0,0,0.000270166,0.00073692,0.072744643,0.0000486,0.000248127,0,0,0,0.0000653,0,0,0,0.0001069,0.000344392,0,0.146837147,0,0,0,0,0.000128134,0.000037,0.015284767,0,0.0000533,0,0.0000387,0,0.000185963,0.000022,0,0.0000979,0,0,0.000234705,0.0000439,0,0,0,0,0,0,0,0,0.0000371,0,0.0000606,0.000211909,0,0.000485509,0.000115347,0,0.0000597,0,0,0.00018568,0.001162185,0.006887052,0.000463414,0,0.000266904,0.000128016,0.000420738,0,0,0.002603844,0.0000329,0,0,0,0,0,0,0,0,3.3456E-05,0,3.17733E-05,3.17329E-05,0,0.018431028,0,0,0,0,0.021242531,0,0,0,9.60307E-05,0.01159019,0.148045367,0,0,2.67108E-05,3.1835E-05,0,2.86722E-05,0.025910581,0,2.48985E-05,0,0,0,0.000439174,0,0,9.45716E-05,0.007043181,0,0.000340716,0,0,0,0,0,0.03300557,0,0,0,5.15066E-05,0.012291559,0,0,0,2.09551E-05,0,0,0,5.97967E-05,0.000671025,0,6.32738E-05,0,0.000220452,4.32769E-05,0,0,0,3.11313E-05,0,0,9.77135E-05,0,0,0,0,0,0,0,0,0.018160592,0,0,0,6.38692E-05,0,5.44455E-05,0,0,0,0,0,0,0,0,0,0,0
g__Variovorax,0,0,0.0000457,0,0,0,0,0,0,0,0,0,0,0.000142079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001888822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Caulobacterales,0,0,0.000411673,0,0,0,0.000231571,0,0,0,0,0,0,0.000142079,0,0,0,0,0,0.0000574,0,0,0.000380455,0,0,0,0,0,0,0,0,0,0,0,0,0.000681094,0.001721458,0.0000489,0,0,0.0000782,0,0,0,0,0.002881617,0.005394818,0.000362532,0.0000895,0,0,0.000109379,0,0,0,0,0.00017302,0,0,0,0,0,0,0,0,0,0,0,0.0000467,0,0,0,0,0,0,0,0,5.43242E-05,0,0,0,0,0,0,0,0,0.000494424,0,0.000128234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000946182,0.000216437,0,0,0.000177456,0,0,0.000439174,0,0,0,6.58241E-05,0.001057809,0,0,0.000325818,0,6.41067E-05,0.000276962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91721E-05,0,0,0,0,0,0,2.86623E-05,0,3.11313E-05,0,0,0,0,0,0,0,0,7.04275E-05,0.000324939,0,0.000194578,0,0,6.24259E-05,0,0.001554466,0,0,0,0,0,0,0,0,0,0,0.00019315,0
